VideoName,UserIndex,epochCNN
1-1-Conan Gore Fly,1,200
running time,epochs,FirstLoss,FinalLoss
0.904,0.9615384615384616,0.625,6.0,3.8211135864257812
0.936,0.75,0.9,4.0,3.90462064743042
0.805,0.9555555555555556,0.479108635097493,8.975,3.868178367614746
0.917,0.7804878048780488,0.7314285714285714,4.375,3.7409651279449463
0.94,0.8205128205128205,0.8,4.0,3.83878493309021
0.936,0.8,0.8,4.0,3.86037278175354
0.936,0.8,0.8,4.0,3.783047676086426
0.761,0.95,0.3968668407310705,9.575,3.955188274383545
0.144,1.0,0.144,25.0,3.8849997520446777
0.938,0.7848837209302325,0.84375,4.0,3.904581308364868
0.196,1.0,0.17959183673469387,24.5,3.955216407775879
0.456,1.0,0.24444444444444444,18.0,3.8944387435913086
0.184,1.0,0.1774193548387097,24.8,3.874352216720581
0.936,0.7666666666666667,0.8625,4.0,3.8789079189300537
0.768,0.851063829787234,0.43956043956043955,9.1,3.8651084899902344
0.953,0.7670454545454546,0.9574468085106383,3.525,3.835899591445923
0.952,0.8333333333333334,0.875,4.0,3.914186954498291
0.9,0.972972972972973,0.6,6.0,4.05500054359436
0.921,0.7738095238095238,0.7602339181286549,4.275,3.8951494693756104
0.784,0.9820359281437125,0.4350132625994695,9.425,3.8649139404296875
0.878,0.7757009345794392,0.6916666666666667,6.0,4.055781364440918
0.868,0.8620689655172413,0.5813953488372093,6.45,3.739035129547119
0.904,0.8870967741935484,0.6875,6.0,3.8731064796447754
0.884,0.8611111111111112,0.6838235294117647,6.8,3.841041326522827
0.859,0.9652777777777778,0.5054545454545455,6.875,3.938786029815674
0.809,1.0,0.3344947735191638,7.175,4.2940003871917725
0.809,0.8260869565217391,0.40569395017793597,7.025,4.173992872238159
0.857,0.4236111111111111,0.5041322314049587,3.025,4.135953187942505
0.848,0.8081395348837209,0.5387596899224806,6.45,3.997974395751953
0.854,0.5679611650485437,0.6724137931034483,4.35,3.969667911529541
0.743,1.0,0.31466666666666665,9.375,3.9545695781707764
0.884,0.7753623188405797,0.5572916666666666,4.8,3.711646795272827
0.873,0.9,0.5271966527196653,5.975,3.9078712463378906
0.892,0.9558823529411765,0.5603448275862069,5.8,3.983999490737915
0.876,0.9090909090909091,0.5172413793103449,5.8,3.4135148525238037
0.878,0.8181818181818182,0.6153846153846154,5.85,3.5450475215911865
0.892,0.9325842696629213,0.6335877862595419,6.55,3.8372485637664795
0.816,0.8645833333333334,0.5123456790123457,8.1,3.591083526611328
0.893,0.9861111111111112,0.5748987854251012,6.175,3.4532742500305176
0.878,0.1640625,0.5833333333333334,0.9,3.587512493133545
0.89,0.55,0.6984126984126984,3.15,3.657127618789673
0.874,0.4772727272727273,0.525,3.0,3.7210745811462402
0.904,1.0,0.5752212389380531,5.65,3.5894994735717773
0.893,0.7933333333333333,0.6102564102564103,4.875,3.6832802295684814
0.828,0.15625,0.75,1.0,3.634087562561035
0.85,0.3020833333333333,0.7837837837837838,1.85,3.622880697250366
0.883,0.75,0.676056338028169,5.325,3.678999185562134
0.861,0.75,0.6127659574468085,5.875,3.5909814834594727
0.872,0.8181818181818182,0.6,6.0,3.588609457015991
0.875,0.8181818181818182,0.6075949367088608,5.925,3.758333444595337
0.836,0.7714285714285715,0.45,6.0,4.058651924133301
0.789,0.6,0.3514644351464435,5.975,3.8095550537109375
0.714,0.8580246913580247,0.34577114427860695,10.05,3.6554887294769287
0.868,0.9158415841584159,0.6166666666666667,7.5,3.981233596801758
0.385,1.0,0.25273390036452004,20.575,3.949242353439331
0.294,0.9698795180722891,0.18677494199535963,21.55,3.820005416870117
0.867,0.88125,0.5529411764705883,6.375,3.614002227783203
0.81,0.5681818181818182,0.3605769230769231,5.2,3.661576986312866
0.817,0.6025641025641025,0.4372093023255814,5.375,4.009989023208618
0.831,0.7142857142857143,0.4979253112033195,6.025,4.015845060348511
0.833,0.7417218543046358,0.4666666666666667,6.0,3.6749329566955566
0.84,0.7857142857142857,0.4583333333333333,6.0,3.6767661571502686
0.84,0.8571428571428571,0.4,6.0,3.6653544902801514
0.826,0.75,0.4214876033057851,6.05,3.3708276748657227
0.762,0.76,0.36075949367088606,7.9,3.491394281387329
0.781,0.7894736842105263,0.45592705167173253,8.225,3.768519878387451
0.596,1.0,0.33112582781456956,15.1,3.9041106700897217
0.862,0.9810126582278481,0.5344827586206896,7.25,3.9274837970733643
0.857,0.7692307692307693,0.5809128630705395,6.025,3.972764015197754
0.721,0.9519230769230769,0.42398286937901497,11.675,3.9607975482940674
0.85,0.7647058823529411,0.5416666666666666,6.0,4.00183629989624
0.655,0.9060402684563759,0.28969957081545067,11.65,4.088257789611816
0.858,0.8735632183908046,0.5588235294117647,6.8,4.048481464385986
0.877,0.9666666666666667,0.5513307984790875,6.575,3.6946170330047607
0.856,0.8529411764705882,0.48333333333333334,6.0,3.6279287338256836
0.871,0.8888888888888888,0.4933920704845815,5.675,3.9536616802215576
0.891,0.9315068493150684,0.5787234042553191,5.875,3.931339740753174
0.841,0.7794117647058824,0.451063829787234,5.875,3.8165459632873535
0.837,0.5972222222222222,0.450261780104712,4.775,3.7640600204467773
0.86,0.4861111111111111,0.5147058823529411,3.4,3.821162223815918
0.818,0.2982456140350877,0.25,3.4,3.9519782066345215
0.202,0.9924242424242424,0.1411637931034483,23.2,3.727684259414673
0.702,0.22641509433962265,0.1,6.0,3.7041282653808594
0.605,0.6226415094339622,0.15676959619952494,10.525,3.7050302028656006
0.611,0.7272727272727273,0.18223234624145787,10.975,3.530255079269409
0.776,0.6951219512195121,0.3958333333333333,7.2,3.38360333442688
0.715,0.9261363636363636,0.37471264367816093,10.875,3.765510082244873
0.61,1.0,0.2857142857142857,13.65,3.5844244956970215
0.28,0.9939024390243902,0.18480725623582767,22.05,3.8881497383117676
0.778,0.9726027397260274,0.39444444444444443,9.0,3.807055950164795
0.784,0.7402597402597403,0.3931034482758621,7.25,3.794981002807617
0.796,0.5208333333333334,0.4716981132075472,5.3,3.4249520301818848
0.734,0.8516483516483516,0.3934010152284264,9.85,3.8851091861724854
0.789,0.8134328358208955,0.3694915254237288,7.375,3.6266698837280273
0.786,0.525,0.3783783783783784,5.55,3.797569990158081
0.763,0.1375,0.061452513966480445,4.475,3.731301784515381
0.788,0.275,0.125,4.4,3.908926010131836
0.624,0.5930232558139535,0.13010204081632654,9.8,3.4102487564086914
0.651,0.4411764705882353,0.18018018018018017,8.325,3.477548599243164
0.507,0.9112903225806451,0.1899159663865546,14.875,3.452302932739258
0.504,0.717948717948718,0.10566037735849057,13.25,3.5200605392456055
0.776,0.375,0.08490566037735849,5.3,3.7153282165527344
0.668,0.9545454545454546,0.16071428571428573,9.8,3.889781951904297
0.724,0.696969696969697,0.2804878048780488,8.2,3.7920312881469727
0.653,1.0,0.13466334164588528,10.025,3.4575116634368896
0.836,1.0,0.31666666666666665,6.0,3.6552822589874268
0.853,0.7916666666666666,0.30158730158730157,4.725,3.7196033000946045
0.858,0.9625,0.35648148148148145,5.4,3.7316486835479736
0.894,0.9444444444444444,0.4,4.25,3.6730425357818604
0.904,1.0,0.4,4.0,3.8652079105377197
0.9,1.0,0.375,4.0,3.7830376625061035
0.83,1.0,0.15841584158415842,5.05,3.5715134143829346
0.901,0.5,0.37373737373737376,2.475,3.4561476707458496
0.888,0.8,0.4,4.0,3.6618893146514893
0.91,0.3375,0.421875,1.6,3.5489797592163086
0.884,0.8375,0.3941176470588235,4.25,3.6980974674224854
0.879,0.8375,0.38285714285714284,4.375,3.5363717079162598
0.888,0.8,0.4,4.0,3.4410061836242676
0.888,0.7142857142857143,0.5,4.0,3.429166793823242
0.888,0.6666666666666666,0.6,4.0,3.3776793479919434
0.887,0.6736111111111112,0.5950920245398773,4.075,3.4281411170959473
0.881,0.7419354838709677,0.5139664804469274,4.475,3.3894293308258057
0.854,0.8432835820895522,0.47478991596638653,5.95,3.358017683029175
0.859,0.8478260869565217,0.4936708860759494,5.925,3.4226577281951904
0.834,0.8472222222222222,0.45864661654135336,6.65,3.353675127029419
0.524,1.0,0.21967213114754097,15.25,3.420025110244751
0.823,0.7890625,0.40239043824701193,6.275,3.384827136993408
0.84,0.8125,0.43333333333333335,6.0,3.3809235095977783
0.839,0.6875,0.42105263157894735,5.225,3.354396104812622
0.626,0.8125,0.2290748898678414,11.35,3.3709166049957275
0.503,0.8846153846153846,0.15944540727902945,14.425,3.4376893043518066
0.864,1.0,0.3644859813084112,5.35,3.466836452484131
0.824,1.0,0.26666666666666666,6.0,3.4046125411987305
0.821,1.0,0.26337448559670784,6.075,3.3234689235687256
0.115,1.0,0.07908428720083246,24.025,3.714021682739258
0.894,0.8,0.4155844155844156,3.85,3.737360954284668
0.806,0.7647058823529411,0.22608695652173913,5.75,3.704627752304077
0.67,0.75,0.13259668508287292,9.05,3.7170307636260986
0.931,0.484375,0.4626865671641791,1.675,3.7819626331329346
0.793,0.5285714285714286,0.17535545023696683,5.275,3.358231782913208
0.874,0.46875,0.2459016393442623,3.05,3.5627641677856445
0.829,0.7361111111111112,0.25853658536585367,5.125,3.431750535964966
0.82,0.9411764705882353,0.26666666666666666,6.0,3.3765599727630615
0.869,0.717948717948718,0.3393939393939394,4.125,3.398409605026245
0.9,0.7419354838709677,0.575,4.0,3.386843681335449
0.876,0.2421875,0.5344827586206896,1.45,3.409745693206787
0.906,0.765625,0.6049382716049383,4.05,3.420015811920166
0.867,0.9454545454545454,0.45021645021645024,5.775,3.3926873207092285
0.84,1.0,0.3333333333333333,6.0,3.427274227142334
0.843,0.8771929824561403,0.411522633744856,6.075,3.400512456893921
0.878,0.6089743589743589,0.6089743589743589,3.9,3.73093318939209
0.904,0.875,0.7,6.0,3.695819139480591
0.907,0.9223300970873787,0.7116104868913857,6.675,3.7581722736358643
0.932,0.9659090909090909,0.7327586206896551,5.8,3.7447898387908936
0.877,0.9876543209876543,0.5693950177935944,7.025,3.3191099166870117
0.82,0.775,0.4626865671641791,6.7,3.3599050045013428
0.879,0.9764705882352941,0.5865724381625441,7.075,3.840143918991089
0.829,1.0,0.5236768802228412,8.975,3.963921308517456
0.922,0.9716981132075472,0.7410071942446043,6.95,3.9806885719299316
0.885,0.5673076923076923,0.8251748251748252,3.575,3.811279058456421
0.741,0.9866666666666667,0.3654320987654321,10.125,3.3666603565216064
0.836,0.90625,0.4931972789115646,7.35,3.784709930419922
0.878,0.9797979797979798,0.6217948717948718,7.8,3.8927204608917236
0.912,0.7357142857142858,0.6688311688311688,3.85,3.7472691535949707
0.844,0.12352941176470589,0.75,0.7,3.7009763717651367
0.839,0.6989795918367347,0.5732217573221757,5.975,3.4165399074554443
0.867,0.9132653061224489,0.6067796610169491,7.375,3.456078052520752
0,0,0,0.0,3.5455739498138428
